==== bert_W_1 (128,768,3072), iters=500 ====
[PCG] Loaded from /home/ylu18/luoresearch/2PC/results/bert_hybrid_20260505_020113/brillm_dummy_pcg/bert_W_1_party0.bin
[PCG] Matrix: [128×768] × [768×3072] = [128×3072], k=64-bit

╔═══════════════════════════════════════════════════════════╗
║  GPU Matrix Beaver Online                                 ║
║  Y = X × W                                                ║
╠═══════════════════════════════════════════════════════════╣
║  GPU: NVIDIA RTX A6000                               ║
║  Matrix: [128×768] × [768×3072] = [128×3072]                      
║  k_bits: 64                                              ║
║  iterations: 500                                         ║
╚═══════════════════════════════════════════════════════════╝

Iter 115: total=13.34 ms, PRG=0.25 ms, comm=10.56 ms, GEMM=1.02 ms
Iter 116: total=13.50 ms, PRG=0.25 ms, comm=10.73 ms, GEMM=1.01 ms
Iter 117: total=13.38 ms, PRG=0.25 ms, comm=10.59 ms, GEMM=1.01 ms
Iter 118: total=13.50 ms, PRG=0.26 ms, comm=10.69 ms, GEMM=1.02 ms
Iter 119: total=13.50 ms, PRG=0.25 ms, comm=10.73 ms, GEMM=1.01 ms
Iter 120: total=13.50 ms, PRG=0.25 ms, comm=10.71 ms, GEMM=1.02 ms
Iter 121: total=13.57 ms, PRG=0.25 ms, comm=10.79 ms, GEMM=1.01 ms
Iter 122: total=13.52 ms, PRG=0.25 ms, comm=10.73 ms, GEMM=1.02 ms
Iter 123: total=13.47 ms, PRG=0.25 ms, comm=10.67 ms, GEMM=1.02 ms
Iter 124: total=13.37 ms, PRG=0.25 ms, comm=10.57 ms, GEMM=1.02 ms
Iter 125: total=13.46 ms, PRG=0.25 ms, comm=10.65 ms, GEMM=1.02 ms
Iter 126: total=13.59 ms, PRG=0.25 ms, comm=10.81 ms, GEMM=1.01 ms
Iter 127: total=13.47 ms, PRG=0.25 ms, comm=10.70 ms, GEMM=1.01 ms
Iter 128: total=13.33 ms, PRG=0.25 ms, comm=10.54 ms, GEMM=1.01 ms
Iter 129: total=13.40 ms, PRG=0.25 ms, comm=10.64 ms, GEMM=1.01 ms
Iter 130: total=13.53 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.01 ms
Iter 131: total=13.22 ms, PRG=0.25 ms, comm=10.43 ms, GEMM=1.01 ms
Iter 132: total=13.37 ms, PRG=0.25 ms, comm=10.59 ms, GEMM=1.02 ms
Iter 133: total=13.67 ms, PRG=0.25 ms, comm=10.89 ms, GEMM=1.01 ms
Iter 134: total=13.52 ms, PRG=0.25 ms, comm=10.74 ms, GEMM=1.01 ms
Iter 135: total=13.26 ms, PRG=0.25 ms, comm=10.50 ms, GEMM=1.00 ms
Iter 136: total=13.51 ms, PRG=0.25 ms, comm=10.73 ms, GEMM=1.01 ms
Iter 137: total=13.41 ms, PRG=0.25 ms, comm=10.65 ms, GEMM=1.00 ms
Iter 138: total=13.42 ms, PRG=0.25 ms, comm=10.62 ms, GEMM=1.02 ms
Iter 139: total=13.46 ms, PRG=0.25 ms, comm=10.66 ms, GEMM=1.02 ms
Iter 140: total=13.57 ms, PRG=0.25 ms, comm=10.78 ms, GEMM=1.01 ms
Iter 141: total=15.15 ms, PRG=0.26 ms, comm=12.36 ms, GEMM=1.02 ms
Iter 142: total=13.50 ms, PRG=0.25 ms, comm=10.71 ms, GEMM=1.02 ms
Iter 143: total=13.51 ms, PRG=0.25 ms, comm=10.72 ms, GEMM=1.02 ms
Iter 144: total=13.42 ms, PRG=0.25 ms, comm=10.65 ms, GEMM=1.02 ms
Iter 145: total=13.50 ms, PRG=0.25 ms, comm=10.72 ms, GEMM=1.01 ms
Iter 146: total=13.50 ms, PRG=0.25 ms, comm=10.73 ms, GEMM=1.01 ms
Iter 147: total=13.58 ms, PRG=0.25 ms, comm=10.79 ms, GEMM=1.01 ms
Iter 148: total=13.52 ms, PRG=0.25 ms, comm=10.76 ms, GEMM=1.01 ms
Iter 149: total=13.70 ms, PRG=0.25 ms, comm=10.91 ms, GEMM=1.02 ms
Iter 150: total=14.99 ms, PRG=0.25 ms, comm=12.22 ms, GEMM=1.01 ms
Iter 151: total=13.58 ms, PRG=0.25 ms, comm=10.79 ms, GEMM=1.01 ms
Iter 152: total=15.00 ms, PRG=0.25 ms, comm=12.21 ms, GEMM=1.01 ms
Iter 153: total=13.43 ms, PRG=0.25 ms, comm=10.64 ms, GEMM=1.02 ms
Iter 154: total=13.54 ms, PRG=0.25 ms, comm=10.74 ms, GEMM=1.02 ms
Iter 155: total=13.28 ms, PRG=0.25 ms, comm=10.50 ms, GEMM=1.02 ms
Iter 156: total=13.60 ms, PRG=0.25 ms, comm=10.83 ms, GEMM=1.01 ms
Iter 157: total=13.43 ms, PRG=0.25 ms, comm=10.62 ms, GEMM=1.01 ms
Iter 158: total=13.42 ms, PRG=0.25 ms, comm=10.63 ms, GEMM=1.01 ms
Iter 159: total=13.45 ms, PRG=0.25 ms, comm=10.68 ms, GEMM=1.01 ms
Iter 160: total=13.25 ms, PRG=0.25 ms, comm=10.48 ms, GEMM=1.01 ms
Iter 161: total=15.22 ms, PRG=0.25 ms, comm=12.44 ms, GEMM=1.01 ms
Iter 162: total=13.52 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.00 ms
Iter 163: total=13.34 ms, PRG=0.25 ms, comm=10.55 ms, GEMM=1.02 ms
Iter 164: total=13.54 ms, PRG=0.25 ms, comm=10.75 ms, GEMM=1.02 ms
Iter 165: total=13.31 ms, PRG=0.25 ms, comm=10.54 ms, GEMM=1.01 ms
Iter 166: total=13.61 ms, PRG=0.25 ms, comm=10.83 ms, GEMM=1.02 ms
Iter 167: total=13.62 ms, PRG=0.25 ms, comm=10.85 ms, GEMM=1.02 ms
Iter 168: total=13.55 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.01 ms
Iter 169: total=13.52 ms, PRG=0.25 ms, comm=10.73 ms, GEMM=1.02 ms
Iter 170: total=13.36 ms, PRG=0.25 ms, comm=10.54 ms, GEMM=1.02 ms
Iter 171: total=13.32 ms, PRG=0.25 ms, comm=10.54 ms, GEMM=1.00 ms
Iter 172: total=13.38 ms, PRG=0.25 ms, comm=10.61 ms, GEMM=1.00 ms
Iter 173: total=15.05 ms, PRG=0.25 ms, comm=12.26 ms, GEMM=1.02 ms
Iter 174: total=13.65 ms, PRG=0.25 ms, comm=10.86 ms, GEMM=1.02 ms
Iter 175: total=13.34 ms, PRG=0.25 ms, comm=10.53 ms, GEMM=1.03 ms
Iter 176: total=13.45 ms, PRG=0.25 ms, comm=10.68 ms, GEMM=1.02 ms
Iter 177: total=13.58 ms, PRG=0.25 ms, comm=10.79 ms, GEMM=1.01 ms
Iter 178: total=15.03 ms, PRG=0.25 ms, comm=12.24 ms, GEMM=1.01 ms
Iter 179: total=13.40 ms, PRG=0.26 ms, comm=10.63 ms, GEMM=1.01 ms
Iter 180: total=13.48 ms, PRG=0.25 ms, comm=10.70 ms, GEMM=1.01 ms
Iter 181: total=13.45 ms, PRG=0.25 ms, comm=10.67 ms, GEMM=1.01 ms
Iter 182: total=13.50 ms, PRG=0.25 ms, comm=10.74 ms, GEMM=1.00 ms
Iter 183: total=13.43 ms, PRG=0.25 ms, comm=10.67 ms, GEMM=1.01 ms
Iter 184: total=13.45 ms, PRG=0.25 ms, comm=10.66 ms, GEMM=1.02 ms
Iter 185: total=13.55 ms, PRG=0.26 ms, comm=10.76 ms, GEMM=1.01 ms
Iter 186: total=13.46 ms, PRG=0.25 ms, comm=10.66 ms, GEMM=1.01 ms
Iter 187: total=13.46 ms, PRG=0.25 ms, comm=10.67 ms, GEMM=1.02 ms
Iter 188: total=13.46 ms, PRG=0.25 ms, comm=10.68 ms, GEMM=1.01 ms
Iter 189: total=13.35 ms, PRG=0.25 ms, comm=10.53 ms, GEMM=1.02 ms
Iter 190: total=13.36 ms, PRG=0.25 ms, comm=10.59 ms, GEMM=1.01 ms
Iter 191: total=13.29 ms, PRG=0.25 ms, comm=10.51 ms, GEMM=1.01 ms
Iter 192: total=15.14 ms, PRG=0.25 ms, comm=12.34 ms, GEMM=1.02 ms
Iter 193: total=13.36 ms, PRG=0.25 ms, comm=10.58 ms, GEMM=1.01 ms
Iter 194: total=13.42 ms, PRG=0.25 ms, comm=10.62 ms, GEMM=1.02 ms
Iter 195: total=13.67 ms, PRG=0.25 ms, comm=10.88 ms, GEMM=1.02 ms
Iter 196: total=13.54 ms, PRG=0.25 ms, comm=10.76 ms, GEMM=1.01 ms
Iter 197: total=13.42 ms, PRG=0.25 ms, comm=10.63 ms, GEMM=1.02 ms
Iter 198: total=13.26 ms, PRG=0.26 ms, comm=10.45 ms, GEMM=1.01 ms
Iter 199: total=13.45 ms, PRG=0.25 ms, comm=10.67 ms, GEMM=1.01 ms
Iter 200: total=13.39 ms, PRG=0.25 ms, comm=10.61 ms, GEMM=1.01 ms
