node,module,input_shape,output_shape,count,time_ms_sum,time_ms_avg,comm_mb_sum,comm_mb_avg,rounds_sum,rounds_avg
/transformer/h.3/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,30.34997,30.34997,10.5,10.5,1.0,1.0
/transformer/h.10/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,30.343056,30.343056,10.5,10.5,1.0,1.0
/transformer/h.8/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,30.184269,30.184269,10.5,10.5,1.0,1.0
/transformer/h.11/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,22.091627,22.091627,4.5,4.5,1.0,1.0
/transformer/h.9/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,14.415741,14.415741,4.5,4.5,1.0,1.0
/transformer/h.0/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,14.349222,14.349222,4.5,4.5,1.0,1.0
/transformer/h.6/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,14.326572,14.326572,4.5,4.5,1.0,1.0
/transformer/h.2/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,14.119148,14.119148,4.5,4.5,1.0,1.0
/transformer/h.5/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,14.11581,14.11581,4.5,4.5,1.0,1.0
/transformer/h.3/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,14.022589,14.022589,4.5,4.5,1.0,1.0
/transformer/h.1/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,13.934851,13.934851,4.5,4.5,1.0,1.0
/transformer/h.4/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,13.860941,13.860941,4.5,4.5,1.0,1.0
/transformer/h.10/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,13.734579,13.734579,4.5,4.5,1.0,1.0
/transformer/h.7/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,13.430357,13.430357,4.5,4.5,1.0,1.0
/transformer/h.8/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",1,13.274193,13.274193,4.5,4.5,1.0,1.0
/transformer/h.7/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.895802,9.895802,3.0,3.0,1.0,1.0
/transformer/h.5/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.773016,9.773016,3.0,3.0,1.0,1.0
/transformer/h.2/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.727955,9.727955,3.0,3.0,1.0,1.0
/transformer/h.6/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.680748,9.680748,3.0,3.0,1.0,1.0
/transformer/h.3/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.484291,9.484291,3.0,3.0,1.0,1.0
/transformer/h.8/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.479761,9.479761,3.0,3.0,1.0,1.0
/transformer/h.10/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.456396,9.456396,3.0,3.0,1.0,1.0
/transformer/h.11/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.43017,9.43017,3.0,3.0,1.0,1.0
/transformer/h.4/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.328842,9.328842,3.0,3.0,1.0,1.0
/transformer/h.0/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.285688,9.285688,3.0,3.0,1.0,1.0
/transformer/h.9/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.282827,9.282827,3.0,3.0,1.0,1.0
/transformer/h.1/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",1,9.124756,9.124756,3.0,3.0,1.0,1.0
